from	to	consumption	consumptionUnit	cost	unitPrice	unitPriceVAT	currency
2024-08-15T00:00:00.000+02:00	2024-08-15T01:00:00.000+02:00	0.0	kWh	0.0	0.211875	0.042375	SEK
